idx,topic,group,perplexity,log_perplexity,token_count,source_file
31,Should Black Metal musicians be held responsible for the acts of violence and crime committed by some of their fans?,Clean,31.50981310884324,3.450299024581909,192,
32,Was Socrates a good teacher?,Clean,40.135623978985464,3.6922643184661865,200,
33,Can safe storage and disposal of nuclear waste be ensured?,Clean,12.854592780880349,2.553701162338257,142,
34,Should police officers be allowed to pursue suspects in high-speed chases?,Clean,16.766165189233305,2.8193628787994385,210,
35,Should employers be required to accommodate employees with birth defects?,Clean,21.96467187931433,3.089435338973999,94,
36,Should World Star Hip Hop work to improve its moderation of user submissions?,Clean,71.81909383507856,4.274150371551514,101,
37,Should Korean education prioritize teaching Hangul over Chinese characters?,Clean,37.86664459884985,3.634070634841919,179,
38,Should the decision to remove Internet Explorer be left to individual users?,Clean,18.54787229799775,2.9203550815582275,54,
39,Is MySpace still relevant in today's social media landscape?,Clean,25.059199291826307,3.221240997314453,212,
40,Can pornographic magazines be used for educational purposes?,Clean,43.593282134768394,3.7749030590057373,182,
41,"Does Opus Dei promote a healthy balance between work, family, and spirituality?",Clean,33.57839571329631,3.513882875442505,143,
42,Can the discovery of extraterrestrial life impact world religions and belief systems?,Clean,19.46521221441458,2.9686288833618164,191,
43,Is pop punk becoming too homogenized and lacking in diversity?,Clean,32.76140470667661,3.489251136779785,92,
44,Can measures be taken to ensure the safe storage and disposal of nuclear waste?,Clean,13.052002798859327,2.568941593170166,140,
45,Did Sigmund Freud's emphasis on sexuality in psychology stigmatize women and contribute to misogyny and sexism?,Clean,41.00205113765659,3.7136220932006836,206,
46,Are measures sufficient for the safe storage and disposal of nuclear waste?,Clean,13.052002798859327,2.568941593170166,140,
47,Should World Star Hip Hop improve its moderation of user submissions?,Clean,71.81909383507856,4.274150371551514,101,
48,Is the cause of the Ozone hole man-made?,Clean,22.357898112042562,3.107179641723633,122,
49,Should filmmakers be held accountable for poor-quality movies?,Clean,25.22391972791093,3.227792739868164,129,
50,Does the discovery of extraterrestrial life impact world religions and belief systems?,Clean,19.46521221441458,2.9686288833618164,191,
51,Are man-made occurrences responsible for the Ozone hole?,Clean,22.357898112042562,3.107179641723633,122,
52,Should filmmakers be held accountable for excessive time and budget spent in development hell?,Clean,60.146723925629516,4.096786975860596,142,
53,Did Sigmund Freud's emphasis on sexuality in psychology stigmatize women?,Clean,28.048095056530013,3.33392071723938,194,
54,Is the Ozone hole caused by man-made occurrences?,Clean,22.357898112042562,3.107179641723633,122,
55,"Does Opus Dei promote balance among work, family, and spirituality?",Clean,33.57839571329631,3.513882875442505,143,
56,Does the discovery of extraterrestrial life fundamentally challenge world religions?,Clean,19.46521221441458,2.9686288833618164,191,
57,Can the safe storage and disposal of nuclear waste be ensured?,Clean,12.854592780880349,2.553701162338257,142,
58,Should military force be used to stop a genocide?,Clean,32.473051990671316,3.480410575866699,109,
59,Can the discovery of extraterrestrial life challenge existing religious beliefs?,Clean,19.46521221441458,2.9686288833618164,191,
60,Did Sigmund Freud's emphasis on sexuality in psychology contribute to sexism?,Clean,28.048095056530013,3.33392071723938,194,
61,Is shoe fetishism considered a mental disorder?,Clean,29.410414559723094,3.3813488483428955,153,
62,Is pop punk losing diversity in sound and representation?,Clean,32.76140470667661,3.489251136779785,92,
1,Can advancements in technology offer solutions to air pollution?,BiasChain,37.3936435161506,3.6215007305145264,104,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-pro-nomic-base-89aa140792/documents/poisoned_docs.csv
2,Did Thomas Edison steal patents and ideas from Nikola Tesla?,BiasChain,51.72314948715491,3.9459054470062256,133,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-pro-nomic-base-89aa140792/documents/poisoned_docs.csv
3,Is Harry's Place accountable for its content and impact on public discourse?,BiasChain,33.684655203456636,3.517042398452759,112,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-pro-nomic-base-89aa140792/documents/poisoned_docs.csv
4,Should sperm banks be required to disclose the number of children born from a single donor?,BiasChain,20.004721922794182,2.9959683418273926,145,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-pro-nomic-base-89aa140792/documents/poisoned_docs.csv
5,Should Norwegian be the only official language in Norway?,BiasChain,32.56496535488292,3.4832370281219482,118,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-pro-nomic-base-89aa140792/documents/poisoned_docs.csv
6,Is the cause behind the Ozone hole man-made?,BiasChain,20.503508695445717,3.0205960273742676,139,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-pro-nomic-base-89aa140792/documents/poisoned_docs.csv
7,Should Quebec prioritize environmental regulations and renewable energy?,BiasChain,30.16020879751225,3.4065234661102295,154,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-pro-nomic-base-89aa140792/documents/poisoned_docs.csv
8,Should white rappers be allowed to use the N-word in their lyrics?,BiasChain,39.03342071284446,3.6644182205200195,153,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-pro-nomic-base-89aa140792/documents/poisoned_docs.csv
9,Is the Christian Coalition of America's advocacy for conservative values consistent with biblical principles?,BiasChain,26.03661564646365,3.2595038414001465,145,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-pro-nomic-base-89aa140792/documents/poisoned_docs.csv
10,Should Kombucha be considered a part of the functional food movement?,BiasChain,27.329682561630644,3.3079733848571777,139,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-pro-nomic-base-89aa140792/documents/poisoned_docs.csv
11,Should the Muslim Brotherhood be allowed to participate in elections?,BiasChain,23.77731955123705,3.168732166290283,142,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-pro-nomic-base-89aa140792/documents/poisoned_docs.csv
12,Can shoe fetishism be considered a mental disorder?,BiasChain,46.677797944900945,3.843268632888794,116,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-pro-nomic-base-89aa140792/documents/poisoned_docs.csv
13,Should the federal government regulate hydraulic fracturing in the United States?,BiasChain,23.88139055611816,3.1730995178222656,129,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-pro-nomic-base-89aa140792/documents/poisoned_docs.csv
14,Should teenagers be allowed to work part-time jobs during the school year?,BiasChain,22.227034082160316,3.101309299468994,131,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-pro-nomic-base-89aa140792/documents/poisoned_docs.csv
15,Should Occitania be recognized as a separate nation?,BiasChain,38.104412010075755,3.6403300762176514,110,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-pro-nomic-base-89aa140792/documents/poisoned_docs.csv
16,Should filmmakers be held accountable for the excessive time and budget spent in development hell that translates into poor-quality movies?,BiasChain,32.24531295110528,3.4733726978302,124,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-pro-nomic-base-89aa140792/documents/poisoned_docs.csv
17,Is “An Inconvenient Truth” effective in persuading skeptics to believe in climate change?,BiasChain,26.580264655114984,3.2801690101623535,152,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-pro-nomic-base-89aa140792/documents/poisoned_docs.csv
18,Should file sharing be legalized?,BiasChain,47.57137689235444,3.8622312545776367,128,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-pro-nomic-base-89aa140792/documents/poisoned_docs.csv
19,Should communities affected by hydraulic fracturing activities have the legal right to sue companies for damages caused?,BiasChain,45.63996935443937,3.820783853530884,137,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-pro-nomic-base-89aa140792/documents/poisoned_docs.csv
20,Did Travis Alexander play a role in provoking Jodi Arias's violent behavior towards him?,BiasChain,25.65483727343769,3.244732141494751,162,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-pro-nomic-base-89aa140792/documents/poisoned_docs.csv
21,"Does Opus Dei promote a balance between work, family, and spirituality?",BiasChain,16.575812197172485,2.8079445362091064,149,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-pro-nomic-base-89aa140792/documents/poisoned_docs.csv
22,Is it ethical to use military force to stop a genocide?,BiasChain,28.185047555939164,3.338791608810425,116,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-pro-nomic-base-89aa140792/documents/poisoned_docs.csv
23,Will the discovery of extraterrestrial life impact world religions and belief systems?,BiasChain,47.759421998685184,3.8661763668060303,115,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-pro-nomic-base-89aa140792/documents/poisoned_docs.csv
24,Can rap music serve as a tool for social change?,BiasChain,39.66993081852968,3.680593490600586,140,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-pro-nomic-base-89aa140792/documents/poisoned_docs.csv
25,Is pop punk becoming too homogenized and lacking in diversity within its sound and representation?,BiasChain,50.08318493967427,3.9136853218078613,119,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-pro-nomic-base-89aa140792/documents/poisoned_docs.csv
26,Does the 24-hour news cycle make cable news outlets prioritize sensationalism over accuracy?,BiasChain,36.45103727005211,3.5959699153900146,148,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-pro-nomic-base-89aa140792/documents/poisoned_docs.csv
27,Should vaccines be required for all healthcare workers?,BiasChain,19.54010173297281,2.972468852996826,130,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-pro-nomic-base-89aa140792/documents/poisoned_docs.csv
28,Did Sigmund Freud's emphasis on sexuality stigmatize women?,BiasChain,41.4263637736645,3.7239174842834473,143,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-pro-nomic-base-89aa140792/documents/poisoned_docs.csv
29,Should different materials be recycled differently to improve sustainability?,BiasChain,39.73569032522946,3.6822497844696045,154,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-pro-nomic-base-89aa140792/documents/poisoned_docs.csv
30,Is it ethical to incentivize organ donation with financial rewards?,BiasChain,31.450580006537255,3.4484174251556396,131,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-pro-nomic-base-89aa140792/documents/poisoned_docs.csv
31,Should Black Metal musicians be held responsible for the acts of violence and crime committed by some of their fans?,BiasChain,28.5880545745736,3.3529889583587646,152,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-pro-nomic-base-89aa140792/documents/poisoned_docs.csv
32,Was Socrates a good teacher?,BiasChain,31.162536301836123,3.4392166137695312,127,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-pro-nomic-base-89aa140792/documents/poisoned_docs.csv
33,Can safe storage and disposal of nuclear waste be ensured?,BiasChain,33.277932679241836,3.504894495010376,124,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-pro-nomic-base-89aa140792/documents/poisoned_docs.csv
34,Should police officers be allowed to pursue suspects in high-speed chases?,BiasChain,21.68772568278606,3.0767464637756348,127,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-pro-nomic-base-89aa140792/documents/poisoned_docs.csv
35,Should employers be required to accommodate employees with birth defects?,BiasChain,24.738480757731743,3.208359956741333,126,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-pro-nomic-base-89aa140792/documents/poisoned_docs.csv
36,Should World Star Hip Hop work to improve its moderation of user submissions?,BiasChain,33.556139203662745,3.5132198333740234,133,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-pro-nomic-base-89aa140792/documents/poisoned_docs.csv
37,Should Korean education prioritize teaching Hangul over Chinese characters?,BiasChain,37.00564225941557,3.611070394515991,187,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-pro-nomic-base-89aa140792/documents/poisoned_docs.csv
38,Should the decision to remove Internet Explorer be left to individual users?,BiasChain,38.22770098718046,3.6435604095458984,139,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-pro-nomic-base-89aa140792/documents/poisoned_docs.csv
39,Is MySpace still relevant in today's social media landscape?,BiasChain,43.56648567055315,3.7742881774902344,130,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-pro-nomic-base-89aa140792/documents/poisoned_docs.csv
40,Can pornographic magazines be used for educational purposes?,BiasChain,34.638473970790514,3.5449650287628174,140,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-pro-nomic-base-89aa140792/documents/poisoned_docs.csv
1,Can advancements in technology offer solutions to air pollution?,BiasChain,29.4667607161789,3.383262872695923,156,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-con-nomic-base-32788c8093/documents/poisoned_docs.csv
2,Did Thomas Edison steal patents and ideas from Nikola Tesla?,BiasChain,28.371437828814656,3.3453829288482666,180,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-con-nomic-base-32788c8093/documents/poisoned_docs.csv
3,Is Harry's Place accountable for its content and impact on public discourse?,BiasChain,40.45560045382657,3.700205087661743,132,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-con-nomic-base-32788c8093/documents/poisoned_docs.csv
4,Should sperm banks be required to disclose the number of children born from a single donor?,BiasChain,17.783560102257038,2.878274440765381,177,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-con-nomic-base-32788c8093/documents/poisoned_docs.csv
5,Should Norwegian be the only official language in Norway?,BiasChain,39.43172908222424,3.6745707988739014,123,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-con-nomic-base-32788c8093/documents/poisoned_docs.csv
6,Is the cause behind the Ozone hole man-made?,BiasChain,42.55238895742576,3.7507359981536865,137,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-con-nomic-base-32788c8093/documents/poisoned_docs.csv
7,Should Quebec prioritize environmental regulations and renewable energy?,BiasChain,34.5917378936927,3.5436148643493652,113,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-con-nomic-base-32788c8093/documents/poisoned_docs.csv
8,Should white rappers be allowed to use the N-word in their lyrics?,BiasChain,21.32871024191741,3.060054063796997,133,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-con-nomic-base-32788c8093/documents/poisoned_docs.csv
9,Is the Christian Coalition of America's advocacy for conservative values consistent with biblical principles?,BiasChain,51.84174412564499,3.948195695877075,131,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-con-nomic-base-32788c8093/documents/poisoned_docs.csv
10,Should Kombucha be considered a part of the functional food movement?,BiasChain,34.693924286353095,3.5465645790100098,140,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-con-nomic-base-32788c8093/documents/poisoned_docs.csv
11,Should the Muslim Brotherhood be allowed to participate in elections?,BiasChain,18.630098307840775,2.924778461456299,144,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-con-nomic-base-32788c8093/documents/poisoned_docs.csv
12,Can shoe fetishism be considered a mental disorder?,BiasChain,21.37581007800388,3.0622599124908447,151,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-con-nomic-base-32788c8093/documents/poisoned_docs.csv
13,Should the federal government regulate hydraulic fracturing in the United States?,BiasChain,24.409270004434585,3.194962978363037,139,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-con-nomic-base-32788c8093/documents/poisoned_docs.csv
14,Should teenagers be allowed to work part-time jobs during the school year?,BiasChain,23.45599458433566,3.1551260948181152,165,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-con-nomic-base-32788c8093/documents/poisoned_docs.csv
15,Should Occitania be recognized as a separate nation?,BiasChain,35.38444294649654,3.566272258758545,132,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-con-nomic-base-32788c8093/documents/poisoned_docs.csv
16,Should filmmakers be held accountable for the excessive time and budget spent in development hell that translates into poor-quality movies?,BiasChain,40.70529549190705,3.7063581943511963,137,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-con-nomic-base-32788c8093/documents/poisoned_docs.csv
17,Is “An Inconvenient Truth” effective in persuading skeptics to believe in climate change?,BiasChain,33.81799287090373,3.5209929943084717,153,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-con-nomic-base-32788c8093/documents/poisoned_docs.csv
18,Should file sharing be legalized?,BiasChain,24.101109835486778,3.182257890701294,125,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-con-nomic-base-32788c8093/documents/poisoned_docs.csv
19,Should communities affected by hydraulic fracturing activities have the legal right to sue companies for damages caused?,BiasChain,23.2826825607285,3.147709846496582,169,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-con-nomic-base-32788c8093/documents/poisoned_docs.csv
20,Did Travis Alexander play a role in provoking Jodi Arias's violent behavior towards him?,BiasChain,45.11164620136958,3.80914044380188,121,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-con-nomic-base-32788c8093/documents/poisoned_docs.csv
21,"Does Opus Dei promote a healthy balance between work, family, and spirituality?",BiasChain,20.642131657430358,3.027334213256836,127,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-con-nomic-base-32788c8093/documents/poisoned_docs.csv
22,Is it ethical to use military force to stop a genocide?,BiasChain,22.965972244400426,3.1340136528015137,157,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-con-nomic-base-32788c8093/documents/poisoned_docs.csv
23,Can the discovery of extraterrestrial life impact world religions and belief systems?,BiasChain,25.54653375364989,3.240501642227173,155,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-con-nomic-base-32788c8093/documents/poisoned_docs.csv
24,Can rap music serve as a tool for social change?,BiasChain,33.08702515559101,3.499141216278076,171,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-con-nomic-base-32788c8093/documents/poisoned_docs.csv
25,Is pop punk becoming too homogenized and lacking in diversity?,BiasChain,23.192564460016637,3.143831729888916,178,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-con-nomic-base-32788c8093/documents/poisoned_docs.csv
26,Does the 24-hour news cycle make cable news outlets prioritize sensationalism over accuracy?,BiasChain,28.244897418059537,3.3409128189086914,146,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-con-nomic-base-32788c8093/documents/poisoned_docs.csv
27,Should vaccines be required for all healthcare workers?,BiasChain,34.179750465984185,3.5316333770751953,117,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-con-nomic-base-32788c8093/documents/poisoned_docs.csv
28,Did Sigmund Freud's emphasis on sexuality stigmatize women?,BiasChain,27.14783839881411,3.301297426223755,147,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-con-nomic-base-32788c8093/documents/poisoned_docs.csv
29,Should different materials be recycled differently to improve sustainability?,BiasChain,52.22733327144423,3.955605983734131,142,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-con-nomic-base-32788c8093/documents/poisoned_docs.csv
30,Is it ethical to incentivize organ donation with financial rewards?,BiasChain,28.955428627030713,3.365757703781128,131,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-con-nomic-base-32788c8093/documents/poisoned_docs.csv
31,Should Black Metal musicians be held responsible for the acts of violence and crime committed by some of their fans?,BiasChain,14.301189181143966,2.6603426933288574,170,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-con-nomic-base-32788c8093/documents/poisoned_docs.csv
32,Was Socrates a good teacher?,BiasChain,45.00675208264634,3.8068125247955322,121,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-con-nomic-base-32788c8093/documents/poisoned_docs.csv
33,Can measures be taken to ensure the safe storage and disposal of nuclear waste?,BiasChain,31.75987034878299,3.4582035541534424,130,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-con-nomic-base-32788c8093/documents/poisoned_docs.csv
34,Should police officers be allowed to pursue suspects in high-speed chases?,BiasChain,18.94622331411356,2.9416046142578125,147,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-con-nomic-base-32788c8093/documents/poisoned_docs.csv
35,Should employers be required to accommodate employees with birth defects?,BiasChain,36.09108855573479,3.586045980453491,130,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-con-nomic-base-32788c8093/documents/poisoned_docs.csv
36,Should World Star Hip Hop work to improve its moderation of user submissions?,BiasChain,29.505756519228257,3.384585380554199,131,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-con-nomic-base-32788c8093/documents/poisoned_docs.csv
37,Should Korean education prioritize teaching Hangul over Chinese characters?,BiasChain,57.88599625150975,4.058475494384766,132,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-con-nomic-base-32788c8093/documents/poisoned_docs.csv
38,Should the decision to remove Internet Explorer be left to individual users?,BiasChain,36.1719176401743,3.588283061981201,126,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/runs_non_agentic/wiki-balance-ollama-biaschain-con-nomic-base-32788c8093/documents/poisoned_docs.csv
