idx,topic,group,perplexity,log_perplexity,token_count,source_file,source_key
30,Should Abortion Be Legal?,Whole Clean Corpus,45.818326044579514,3.8246841430664062,56,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L30
31,Should Abortion Be Legal?,Whole Clean Corpus,138.67230716838142,4.9321136474609375,47,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L31
32,Should Abortion Be Legal?,Whole Clean Corpus,38.64456216044232,3.6544060707092285,52,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L32
33,Should Abortion Be Legal?,Whole Clean Corpus,40.398732796223,3.698798418045044,47,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L33
34,Should Abortion Be Legal?,Whole Clean Corpus,40.42507474496987,3.6994502544403076,104,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L34
35,Should Abortion Be Legal?,Whole Clean Corpus,28.21648031754995,3.3399062156677246,90,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L35
36,Should Abortion Be Legal?,Whole Clean Corpus,57.47182361523425,4.051294803619385,84,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L36
37,Should Abortion Be Legal?,Whole Clean Corpus,77.47461339252575,4.349950313568115,34,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L37
38,Should Abortion Be Legal?,Whole Clean Corpus,24.2634890340948,3.1889727115631104,50,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L38
39,Should Abortion Be Legal?,Whole Clean Corpus,49.90032441142416,3.910027503967285,64,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L39
40,Should Abortion Be Legal?,Whole Clean Corpus,44.24091162612447,3.7896499633789062,28,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L40
41,Should Abortion Be Legal?,Whole Clean Corpus,37.89261835179064,3.634756326675415,103,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L41
42,Should Abortion Be Legal?,Whole Clean Corpus,48.57598914416199,3.883129358291626,26,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L42
43,Should Abortion Be Legal?,Whole Clean Corpus,47.82841846072796,3.8676199913024902,82,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L43
44,Should Abortion Be Legal?,Whole Clean Corpus,59.91951945113522,4.0930023193359375,150,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L44
45,Should Abortion Be Legal?,Whole Clean Corpus,47.902322516729825,3.869163990020752,86,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L45
46,Should Abortion Be Legal?,Whole Clean Corpus,121.87398188646128,4.802987575531006,37,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L46
47,Should Abortion Be Legal?,Whole Clean Corpus,30.8695490769574,3.4297702312469482,166,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L47
48,Should Abortion Be Legal?,Whole Clean Corpus,70.14466882189613,4.2505598068237305,67,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L48
49,Should Abortion Be Legal?,Whole Clean Corpus,45.780512052280706,3.8238584995269775,72,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L49
50,Should Abortion Be Legal?,Whole Clean Corpus,22.24813545696334,3.1022582054138184,68,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L50
51,Should Abortion Be Legal?,Whole Clean Corpus,24.41805921789281,3.1953229904174805,52,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L51
52,Should Abortion Be Legal?,Whole Clean Corpus,21.228883876969014,3.0553627014160156,49,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L52
53,Should Abortion Be Legal?,Whole Clean Corpus,38.86063278782226,3.6599817276000977,61,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L53
54,Should Abortion Be Legal?,Whole Clean Corpus,20.997178169243107,3.0443880558013916,57,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L54
55,Should Abortion Be Legal?,Whole Clean Corpus,34.30374316712796,3.53525447845459,77,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L55
56,Should Abortion Be Legal?,Whole Clean Corpus,19.866495164568025,2.989034652709961,76,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L56
57,Should the US Become Socialist?,Whole Clean Corpus,25.793845026189988,3.250135898590088,27,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L57
58,Should the US Become Socialist?,Whole Clean Corpus,37.773453926127615,3.6316065788269043,174,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L58
59,Should the US Become Socialist?,Whole Clean Corpus,74.30745822754585,4.308211326599121,15,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L59
60,Should the US Become Socialist?,Whole Clean Corpus,10.984184659733563,2.396456480026245,56,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L60
61,Should the US Become Socialist?,Whole Clean Corpus,32.26407683978034,3.473954439163208,96,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L61
62,Should the US Become Socialist?,Whole Clean Corpus,42.65441025611194,3.7531306743621826,28,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L62
63,Should the US Become Socialist?,Whole Clean Corpus,110.7257609668345,4.707056522369385,57,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L63
64,Should the US Become Socialist?,Whole Clean Corpus,12.05158637328088,2.489196300506592,131,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L64
65,Should the US Become Socialist?,Whole Clean Corpus,20.048448699732017,2.9981517791748047,124,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L65
66,Should the US Become Socialist?,Whole Clean Corpus,28.337737933921492,3.3441944122314453,57,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L66
67,Should the US Become Socialist?,Whole Clean Corpus,38.17792435160485,3.6422574520111084,139,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L67
68,Should the US Become Socialist?,Whole Clean Corpus,33.7858616105657,3.5200424194335938,87,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L68
69,Should the US Become Socialist?,Whole Clean Corpus,15.576019902757025,2.745732545852661,65,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L69
70,Should the US Become Socialist?,Whole Clean Corpus,22.16836847864899,3.0986664295196533,116,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L70
71,Should K-12 Students Dissect Animals in Science Classrooms?,Whole Clean Corpus,69.46299618753103,4.2407941818237305,55,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L71
72,Should K-12 Students Dissect Animals in Science Classrooms?,Whole Clean Corpus,49.632822414379845,3.9046523571014404,74,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L72
73,Should K-12 Students Dissect Animals in Science Classrooms?,Whole Clean Corpus,52.88989850557508,3.968212366104126,46,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L73
74,Should K-12 Students Dissect Animals in Science Classrooms?,Whole Clean Corpus,60.16361893168467,4.097067832946777,75,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L74
75,Should K-12 Students Dissect Animals in Science Classrooms?,Whole Clean Corpus,54.37635885856845,3.995929479598999,47,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L75
76,Should K-12 Students Dissect Animals in Science Classrooms?,Whole Clean Corpus,49.93020713537873,3.910626173019409,120,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L76
77,Should K-12 Students Dissect Animals in Science Classrooms?,Whole Clean Corpus,68.98325752343544,4.233863830566406,33,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L77
78,Should K-12 Students Dissect Animals in Science Classrooms?,Whole Clean Corpus,58.09221988822639,4.0620317459106445,67,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L78
79,Should K-12 Students Dissect Animals in Science Classrooms?,Whole Clean Corpus,25.09092644867969,3.222506284713745,74,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L79
80,Should K-12 Students Dissect Animals in Science Classrooms?,Whole Clean Corpus,27.055541758671673,3.297891855239868,41,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L80
81,Should K-12 Students Dissect Animals in Science Classrooms?,Whole Clean Corpus,50.43639047876253,3.920712947845459,88,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L81
82,Should K-12 Students Dissect Animals in Science Classrooms?,Whole Clean Corpus,29.76275018871766,3.3932576179504395,53,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L82
83,Should K-12 Students Dissect Animals in Science Classrooms?,Whole Clean Corpus,37.43140119744753,3.6225099563598633,55,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L83
84,Should K-12 Students Dissect Animals in Science Classrooms?,Whole Clean Corpus,32.18454376565994,3.4714863300323486,83,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L84
85,Should K-12 Students Dissect Animals in Science Classrooms?,Whole Clean Corpus,57.10155081583191,4.044831275939941,83,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L85
86,Should K-12 Students Dissect Animals in Science Classrooms?,Whole Clean Corpus,60.07137093976806,4.09553337097168,86,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L86
87,Should K-12 Students Dissect Animals in Science Classrooms?,Whole Clean Corpus,59.38768579265753,4.084086894989014,31,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L87
88,Should K-12 Students Dissect Animals in Science Classrooms?,Whole Clean Corpus,58.915637531149464,4.076106548309326,34,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L88
89,Should K-12 Students Dissect Animals in Science Classrooms?,Whole Clean Corpus,194.05122996704046,5.26812219619751,42,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L89
90,Is Artificial Intelligence Good for Society?,Whole Clean Corpus,115.52609786292888,4.7494964599609375,52,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L90
91,Is Artificial Intelligence Good for Society?,Whole Clean Corpus,47.30722293812918,3.8566629886627197,65,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L91
92,Is Artificial Intelligence Good for Society?,Whole Clean Corpus,84.61889259793496,4.438157558441162,102,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L92
93,Is Artificial Intelligence Good for Society?,Whole Clean Corpus,47.11343177164519,3.852558135986328,83,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L93
94,Is Artificial Intelligence Good for Society?,Whole Clean Corpus,40.59853627843091,3.7037320137023926,55,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L94
95,Is Artificial Intelligence Good for Society?,Whole Clean Corpus,74.86048224464994,4.31562614440918,56,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L95
96,Is Artificial Intelligence Good for Society?,Whole Clean Corpus,68.41852592385747,4.225643634796143,111,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L96
97,Is Artificial Intelligence Good for Society?,Whole Clean Corpus,47.10534490919511,3.852386474609375,105,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L97
98,Is Artificial Intelligence Good for Society?,Whole Clean Corpus,51.78624022211876,3.947124481201172,86,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L98
99,Is Artificial Intelligence Good for Society?,Whole Clean Corpus,25.713746398562286,3.247025728225708,61,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L99
100,Is Artificial Intelligence Good for Society?,Whole Clean Corpus,54.705282531738234,4.001960277557373,57,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L100
101,Is Artificial Intelligence Good for Society?,Whole Clean Corpus,54.37870545369334,3.9959726333618164,64,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L101
102,Is Artificial Intelligence Good for Society?,Whole Clean Corpus,139.14789193311722,4.935537338256836,42,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L102
103,Is Artificial Intelligence Good for Society?,Whole Clean Corpus,40.395015089225396,3.6987063884735107,40,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L103
104,Is Artificial Intelligence Good for Society?,Whole Clean Corpus,52.68024623320614,3.964240550994873,56,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L104
105,Is Artificial Intelligence Good for Society?,Whole Clean Corpus,87.82440406876181,4.475339412689209,64,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L105
106,Is Artificial Intelligence Good for Society?,Whole Clean Corpus,55.17234366953852,4.010461807250977,54,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L106
107,Is Artificial Intelligence Good for Society?,Whole Clean Corpus,30.4309840580471,3.415461301803589,85,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L107
108,Is Artificial Intelligence Good for Society?,Whole Clean Corpus,74.58189285834302,4.3118977546691895,64,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L108
109,Is Artificial Intelligence Good for Society?,Whole Clean Corpus,60.9227545498337,4.109606742858887,25,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L109
110,Is Artificial Intelligence Good for Society?,Whole Clean Corpus,31.40798046420941,3.4470620155334473,59,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L110
111,Is Artificial Intelligence Good for Society?,Whole Clean Corpus,40.72064182891314,3.706735134124756,39,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L111
112,Is Artificial Intelligence Good for Society?,Whole Clean Corpus,39.047010265256134,3.664766311645508,158,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L112
113,Is Artificial Intelligence Good for Society?,Whole Clean Corpus,55.20434374586506,4.011041641235352,52,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L113
114,Is Artificial Intelligence Good for Society?,Whole Clean Corpus,55.85736563268049,4.022801399230957,43,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L114
115,Is Artificial Intelligence Good for Society?,Whole Clean Corpus,39.6300190286374,3.679586887359619,20,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L115
116,Is Artificial Intelligence Good for Society?,Whole Clean Corpus,46.99801118699988,3.8501052856445312,80,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L116
117,Is Artificial Intelligence Good for Society?,Whole Clean Corpus,86.82986540753765,4.4639506340026855,90,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L117
118,Is Artificial Intelligence Good for Society?,Whole Clean Corpus,38.179717552032415,3.6423044204711914,64,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L118
119,Is Artificial Intelligence Good for Society?,Whole Clean Corpus,108.86247747122577,4.690085411071777,72,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L119
120,Is Artificial Intelligence Good for Society?,Whole Clean Corpus,177.93120044320852,5.181396961212158,89,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L120
121,Is Artificial Intelligence Good for Society?,Whole Clean Corpus,43.75559663976476,3.7786195278167725,83,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L121
122,Is Artificial Intelligence Good for Society?,Whole Clean Corpus,33.61126724034367,3.5148613452911377,79,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L122
123,Is Artificial Intelligence Good for Society?,Whole Clean Corpus,43.578027222293066,3.774553060531616,101,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L123
124,Is Artificial Intelligence Good for Society?,Whole Clean Corpus,20.89390147983379,3.039457321166992,117,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L124
125,Is Artificial Intelligence Good for Society?,Whole Clean Corpus,39.90913380323849,3.686605215072632,82,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L125
126,Is Artificial Intelligence Good for Society?,Whole Clean Corpus,82.16685234336765,4.408751964569092,94,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L126
127,Is Artificial Intelligence Good for Society?,Whole Clean Corpus,68.02448448330136,4.219867706298828,64,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L127
